customer_id,total_revenue,calculated_aov,order_count,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,customer_aov,revenue_per_order,value_score,clv,clv_segment
1174162,3606.78,1202.26,3,Anirudh Vig,hema05@example.com,913087052860,"46/798
Sangha
Silchar 248580",Guna,413955,2023-07-02,Premium,12,1255.44,1202.26,10820.34,43281.36,Medium Value
1200365,1543.77,771.885,2,Avni Mistry,rkurian@example.net,916473105621,"29/45, Morar Road, Sangli-Miraj & Kupwad 629491",Thane,151739,2023-06-21,Regular,1,1170.74,771.885,3087.54,18525.239999999998,Low Value
1301661,1395.67,1395.67,1,Yashvi Parekh,rmanne@example.net,913098824463,"75/740, Tara Road, Pali 035417",Saharanpur,524586,2023-12-26,Inactive,8,623.8,1395.67,1395.67,16748.04,Low Value
1342184,5899.87,2949.935,2,Girish Sem,krao@example.com,919414776168,"783
Nigam Circle, Karawal Nagar-701964",Dehradun,774395,2024-10-25,Inactive,20,1893.83,2949.935,11799.74,70798.44,High Value
1449273,4983.25,2491.625,2,Forum Deol,pgarg@example.org,918190110689,"79
Chowdhury
Mathura-017308",Pondicherry,562307,2023-12-06,New,12,1758.24,2491.625,9966.5,59799.0,High Value
1469696,3472.48,1736.24,2,Gaurangi Banerjee,raghavanjagrati@example.com,911996578832,"98/623
Balasubramanian Zila, Alappuzha-147623",Jalna,74329,2023-06-24,Premium,6,1784.79,1736.24,6944.96,41669.76,Medium Value
1497747,1072.62,1072.62,1,Nachiket Kalla,solankibarkha@example.org,917538099191,"83/053
Deshmukh Road
Amravati-859834",Sangli-Miraj & Kupwad,323849,2024-04-11,Inactive,7,1241.73,1072.62,1072.62,12871.439999999999,Low Value
1507408,3901.96,1300.6533333333334,3,Kai Gara,dbera@example.net,916643268606,"97/84, Dhaliwal Chowk
Firozabad-233621",Bangalore,478862,2024-03-21,Inactive,8,972.22,1300.6533333333334,11705.88,46823.520000000004,Medium Value
1529180,4575.31,2287.655,2,Darsh Gokhale,randhawaaashi@example.com,912845073428,"406
Chanda Chowk
Jalandhar 950864",Bareilly,516534,2024-06-07,Inactive,5,596.54,2287.655,9150.62,54903.72,High Value
1562083,4294.33,2147.165,2,Madhavi Mishra,inayabadal@example.net,915460239789,"49/31
Chahal Road, Jalna-373980",Bhopal,405442,2024-01-11,Premium,13,695.02,2147.165,8588.66,51531.96,Medium Value
1588560,7210.93,3605.465,2,Jeremiah Nath,faqidswaminathan@example.org,911110614819,"16/09
Setty Nagar, Gopalpur 225399",Anantapuram,900047,2023-12-01,New,10,945.18,3605.465,14421.86,86531.16,Very High Value
1601161,8718.310000000001,1743.6620000000005,5,Chanchal Thakur,faras36@example.com,911872985129,"09/92
Oak Circle, Nandyal 041635",Amaravati,562508,2024-05-24,Inactive,1,589.31,1743.6620000000005,43591.55,104619.72000000003,Very High Value
1603358,7542.58,2514.193333333333,3,Samaksh Randhawa,ubumb@example.com,915833938125,"H.No. 78, Palla
Sultan Pur Majra-672854",Gandhinagar,600850,2024-06-09,Inactive,5,1155.87,2514.193333333333,22627.74,90510.95999999999,Very High Value
1655637,3517.14,3517.14,1,Turvi Radhakrishnan,mpandit@example.org,919130065165,"H.No. 404, Bhalla Chowk
Visakhapatnam 048875",Ichalkaranji,548633,2023-09-17,Regular,19,723.95,3517.14,3517.14,42205.68,Medium Value
1683786,7133.27,3566.635,2,Urvashi Balan,simonkade@example.org,916376148431,"02/23
Dube Street, Bhagalpur 402715",Hajipur,775942,2023-09-12,Regular,14,776.52,3566.635,14266.54,85599.24,Very High Value
1697604,8458.68,2819.56,3,Arjun Deep,vedant34@example.net,915494808717,"H.No. 285
Gokhale Ganj, Chennai 327475",Bongaigaon,743452,2023-07-24,Regular,6,1970.15,2819.56,25376.04,101504.16,Very High Value
1705969,5269.049999999999,2634.525,2,Qasim Kalla,ekannan@example.com,915255620077,"56/445
Jayaraman Marg
Ichalkaranji-658913",Surat,962834,2024-05-23,Premium,20,877.0,2634.525,10538.1,63228.600000000006,High Value
1719710,3996.81,1998.405,2,Pushti Sabharwal,ramachandranharini@example.com,913657008587,"49, Halder Circle, Dindigul-895174",Giridih,798390,2023-06-26,New,2,1332.82,1998.405,7993.62,47961.72,Medium Value
1771249,2399.6,2399.6,1,Samesh Devi,osant@example.org,912871168311,"95/77
Merchant Zila
Faridabad-209978",Bathinda,348054,2023-04-14,New,4,790.78,2399.6,2399.6,28795.199999999997,Low Value
1816969,7750.559999999999,3875.28,2,Tejas Pillai,xsarin@example.org,918471946574,"74/97, Warrior Ganj
Tadepalligudem 137156",Vadodara,441464,2024-03-05,Premium,2,1902.69,3875.28,15501.12,93006.72,Very High Value
1855421,3712.43,1856.215,2,Jasmit Kibe,kabiranand@example.net,913618465633,"94
Lal Road, Satara 661110",Kadapa,608163,2023-06-30,Inactive,10,260.2,1856.215,7424.860000000001,44549.159999999996,Medium Value
1989720,3688.92,1844.46,2,Anusha Bahri,hemanginigour@example.org,917371380072,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,2023-11-10,Inactive,6,239.76,1844.46,7377.84,44267.04,Medium Value
2058037,10977.92,2744.48,4,Yutika Badal,biswastamanna@example.org,919780212360,"H.No. 88, Konda Chowk
Ahmednagar 017628",Rajkot,493628,2023-11-17,Inactive,11,1797.02,2744.48,43911.68,131735.04,Very High Value
2134827,805.28,805.28,1,Vasudha Kalita,zaitra93@example.org,911088999128,"21/239
Bedi, Bettiah-618106",Ambarnath,863663,2023-10-22,New,10,1710.75,805.28,805.28,9663.36,Low Value
2136830,4369.13,4369.13,1,Bhavya Goswami,saxenamadhavi@example.net,916953143954,"09/73
Bath Street
Parbhani-673476",Bidhannagar,598513,2023-09-19,New,4,485.78,4369.13,4369.13,52429.56,Medium Value
2164524,4677.639999999999,1169.41,4,Kamala Natt,abha02@example.net,914518913172,"H.No. 130
Bhakta Chowk
Morbi-605758",Rohtak,398241,2023-04-16,Inactive,1,754.95,1169.41,18710.56,56131.68000000001,High Value
2188994,3750.59,3750.59,1,Bimala Mitra,uarora@example.net,919473010631,"01/27
Murthy Circle
Ratlam 179286",Patiala,635527,2023-10-26,Inactive,6,484.51,3750.59,3750.59,45007.08,Medium Value
2219590,8078.45,2019.6125,4,Upadhriti Sandhu,comarmugdha@example.org,911603666274,"H.No. 054
Kala Chowk, Jamalpur-734290",Solapur,116736,2024-09-24,Regular,20,756.84,2019.6125,32313.8,96941.4,Very High Value
2233446,4218.14,2109.07,2,Wakeeta Pillay,handayashvi@example.com,918165594840,"H.No. 67, Sahota Circle
Kolkata-000516",Panihati,125919,2023-12-27,New,6,1466.45,2109.07,8436.28,50617.68000000001,Medium Value
2361575,5598.2300000000005,2799.115,2,Aarnav Seth,banditeerth@example.org,914767930808,"H.No. 24
Mahal Circle
Guwahati-694378",Faridabad,160994,2023-09-14,New,19,1993.09,2799.115,11196.46,67178.76,High Value
2365348,4789.73,4789.73,1,Zashil Varghese,rayaan71@example.net,918719140213,"H.No. 059, Swamy Ganj
Thoothukudi-956774",Siwan,119006,2024-09-23,Regular,11,1133.51,4789.73,4789.73,57476.759999999995,High Value
2391900,1381.22,1381.22,1,Nisha Gokhale,priyasankaran@example.com,917827056456,"970
Oak Zila
Rajahmundry 305834",Bhagalpur,348478,2024-09-26,New,17,897.78,1381.22,1381.22,16574.64,Low Value
2400009,5928.53,1976.1766666666665,3,Jonathan Korpal,liam03@example.org,917087853375,"22/29, Chowdhury Path, Karimnagar 950098",Amaravati,690370,2024-02-26,Premium,7,1328.35,1976.1766666666665,17785.59,71142.36,High Value
2414265,5182.139999999999,2591.07,2,Ayushman Bala,tkonda@example.net,910873876162,"H.No. 86
Dyal, Solapur-311874",Sultan Pur Majra,6805,2023-10-19,New,6,571.92,2591.07,10364.28,62185.68000000001,High Value
2442235,3747.3,1873.65,2,Pushti Bhattacharyya,qmaharaj@example.org,910324285991,"H.No. 38
Loyal Street
Vellore 607787",Latur,117097,2024-05-17,Premium,11,661.58,1873.65,7494.6,44967.600000000006,Medium Value
2457734,6744.32,1686.08,4,Onkar Garg,warhi85@example.com,914165510683,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,2023-05-27,Premium,12,923.06,1686.08,26977.28,80931.84,High Value
2517955,950.6,950.6,1,Charan Sharma,rsagar@example.org,919881295551,"512, Mani Chowk
Sikar-332566",Mathura,52692,2024-02-28,Regular,7,1625.44,950.6,950.6,11407.2,Low Value
2558646,4034.93,1344.9766666666667,3,Vyanjana Dara,falakkunda@example.net,916023311219,"58/325, Pingle Path, Kavali-936272",Bhusawal,516102,2024-11-01,Premium,10,920.89,1344.9766666666667,12104.79,48419.16,Medium Value
2566268,13417.32,2683.464,5,Arjun Ratta,santutkarsh@example.net,917102183787,"99/643
Muni
Karimnagar 116487",Mysore,644861,2023-12-04,Premium,16,1796.96,2683.464,67086.6,161007.84,Very High Value
2584499,3879.01,1293.003333333333,3,Shivansh Tata,diya19@example.com,914402458047,"55/121, Grewal Circle, Mehsana-928447",Ludhiana,880262,2024-09-13,Regular,2,1686.86,1293.003333333333,11637.03,46548.119999999995,Medium Value
2667357,1666.89,1666.89,1,Nathan Kaul,godavarenya@example.com,910778074188,"81/284
Gopal Chowk, Rajkot-722713",Guntakal,819570,2024-06-13,Premium,6,1516.67,1666.89,1666.89,20002.68,Low Value
2684440,10019.32,2003.864,5,Hamsini De,yashodharaanne@example.org,910537727849,"28/37, Radhakrishnan
Kakinada 773718",Ranchi,574868,2023-09-05,Premium,5,650.6,2003.864,50096.6,120231.84,Very High Value
2848415,1233.33,1233.33,1,Anika Raja,ukamdar@example.org,914449473640,"71/451, Sura Road, Nanded 621248",Aurangabad,529864,2024-07-13,Inactive,9,1798.13,1233.33,1233.33,14799.96,Low Value
2875442,310.87,310.87,1,Arunima Vyas,buchayushman@example.net,915969178797,"176, Krishnamurthy
Ramgarh 170370",Bettiah,68994,2023-07-19,Premium,19,1858.8,310.87,310.87,3730.44,Low Value
2903620,3876.62,1938.31,2,Bahadurjit Rama,faraj37@example.com,910991674238,"418, Desai Chowk, Tiruvottiyur 558463",Proddatur,495945,2024-05-11,New,11,1815.06,1938.31,7753.24,46519.44,Medium Value
2928026,972.69,972.69,1,Vrishti Basak,gautamisrinivasan@example.com,915081846964,"H.No. 40, Sekhon Chowk
Ajmer 858814",Ahmedabad,960708,2024-03-20,New,9,280.45,972.69,972.69,11672.28,Low Value
3002538,3130.74,1565.37,2,Sanya Sule,watikasachar@example.net,911024214855,"H.No. 335
Pathak Ganj, Ramagundam-658342",Sonipat,755769,2024-07-10,Inactive,14,489.91,1565.37,6261.48,37568.88,Medium Value
3096845,5514.38,2757.19,2,Yashvi Chander,saksham67@example.com,914918237687,"H.No. 43, Swaminathan
Mau-891182",Guntakal,853373,2023-10-22,New,20,336.81,2757.19,11028.76,66172.56,High Value
3100301,2618.61,2618.61,1,Wazir Saini,ishani86@example.com,915270787774,"770, Oommen
Orai-371934",Bathinda,892652,2023-06-19,New,1,1530.27,2618.61,2618.61,31423.32,Medium Value
3282647,4671.450000000001,2335.7250000000004,2,Warda Pal,csinha@example.net,911556032698,"39/439, Natt
Lucknow 617952",Unnao,736234,2024-01-15,Premium,18,608.27,2335.7250000000004,9342.9,56057.40000000001,High Value
3292927,5999.26,1999.753333333333,3,Nisha Iyer,vdalia@example.org,910256207668,"H.No. 13, Dash Path, Bhatpara-468793",Rewa,320465,2024-01-12,New,6,1795.72,1999.753333333333,17997.78,71991.12,High Value
3399251,1348.39,1348.39,1,Ekalinga Bhatt,karinakul@example.org,911258273127,"H.No. 246, Narasimhan Nagar, Anand 951847",Solapur,498701,2023-05-03,New,20,937.11,1348.39,1348.39,16180.68,Low Value
3408982,9310.22,2327.555,4,Tripti Chakraborty,abhiramkunda@example.org,910686600788,"19, Dara Zila
Aligarh 920735",Bhatpara,119108,2023-07-01,Premium,5,656.97,2327.555,37240.88,111722.63999999998,Very High Value
3410758,898.05,898.05,1,Qabil Salvi,gandhibhavya@example.net,918055425835,"16/72, Jhaveri Road
Hubli–Dharwad 657248",Hazaribagh,293062,2023-07-16,Regular,1,1892.51,898.05,898.05,10776.599999999999,Low Value
3421258,1407.12,703.56,2,Ishita Chaudhuri,tara78@example.com,915568926763,"17/31, Dora Chowk
Erode-651124",Kota,192064,2024-06-19,Premium,19,806.62,703.56,2814.24,16885.44,Low Value
3468355,367.08,367.08,1,Chameli Subramanian,lekhanarula@example.org,918771303133,"73/891
Tailor Nagar
Raiganj-161841",Pune,427282,2024-06-02,New,12,1734.51,367.08,367.08,4404.96,Low Value
3483295,1596.72,1596.72,1,Maya Nath,nmadan@example.org,910519561559,"573
Devi Ganj
Rajahmundry 145523",Imphal,632918,2024-03-08,Inactive,5,1334.49,1596.72,1596.72,19160.64,Low Value
3588443,3724.12,1862.06,2,Yashica Pingle,nakul94@example.org,918446914302,"63/847
Garg, Gwalior 577648",Rohtak,586174,2024-04-11,Premium,20,1727.18,1862.06,7448.24,44689.44,Medium Value
3638834,2207.96,1103.98,2,Falan Nayak,garaveer@example.com,915780823790,"38/514, Deo Zila, Morbi 793612",Warangal,563073,2023-07-08,Premium,16,1142.06,1103.98,4415.92,26495.52,Low Value
3660263,899.58,899.58,1,Jagdish Bains,qsrinivas@example.org,913911005064,"787
Bora Circle, Madurai 132549",Phagwara,202676,2023-05-27,Regular,10,1573.91,899.58,899.58,10794.960000000001,Low Value
3730316,3173.85,1057.95,3,Ishanvi Shankar,daksha35@example.org,912906397510,"356
Mohan Nagar
Cuttack-228642",Berhampore,968515,2023-03-20,Regular,10,215.72,1057.95,9521.55,38086.200000000004,Medium Value
3786105,5793.719999999999,2896.86,2,Ojas Sankaran,jyoti35@example.net,918374055039,"H.No. 66
Mahajan Chowk, Yamunanagar 911948",Kirari Suleman Nagar,288478,2024-06-02,New,13,1172.32,2896.86,11587.44,69524.64,High Value
3844290,4555.33,2277.665,2,Yashawini Thaman,kohliwyatt@example.com,915485602730,"H.No. 37, Patla Circle
Madurai 325088",Berhampore,88516,2023-10-29,Inactive,2,301.73,2277.665,9110.66,54663.96,High Value
3872421,163.03,163.03,1,Ladli Saran,virkfalak@example.com,919969818495,"H.No. 56
Date Circle
Uluberia-147880",Panvel,973220,2023-07-06,Premium,3,1468.98,163.03,163.03,1956.3600000000001,Low Value
3875480,3071.72,3071.72,1,Harshil Mital,qnarula@example.com,918582878676,"58
Chaudhry Zila
Bhind 676771",Berhampur,743842,2024-05-26,Inactive,8,1863.49,3071.72,3071.72,36860.64,Medium Value
3893903,923.84,923.84,1,Bimala Sura,aradhanaganesh@example.net,919430583987,"H.No. 05, Balay Zila, Hazaribagh 973916",Bathinda,546301,2023-03-23,New,20,1922.71,923.84,923.84,11086.08,Low Value
3897936,9089.44,1817.888,5,Maanav Singh,unnikarpe@example.com,911787157542,"H.No. 954, Subramaniam Circle
Mangalore-854236",Pudukkottai,100457,2023-09-26,Premium,14,215.16,1817.888,45447.2,109073.27999999998,Very High Value
3999964,5935.73,2967.865,2,Ansh Minhas,nbir@example.net,911642384127,"H.No. 82, Madan Road
Jalandhar-138003",Orai,33590,2023-08-08,Premium,15,1147.01,2967.865,11871.46,71228.76,High Value
4055790,4109.889999999999,2054.945,2,Noah Malhotra,dkannan@example.net,915394267346,"H.No. 71
Bhatia Ganj
Kavali 971275",Jamnagar,170135,2023-11-14,Regular,13,1178.81,2054.945,8219.779999999999,49318.68000000001,Medium Value
4057678,2296.4300000000003,1148.215,2,Brijesh Khalsa,rrai@example.org,919640449299,"96/44, Bhargava
Bikaner 112116",Kadapa,383118,2023-05-27,Inactive,19,882.63,1148.215,4592.860000000001,27557.159999999996,Low Value
4192351,4555.81,4555.81,1,Leela Date,vbalasubramanian@example.net,915977123356,"H.No. 10
Banik Ganj, Kavali-006107",Nandyal,871014,2024-01-20,Inactive,17,625.36,4555.81,4555.81,54669.72,High Value
4200802,858.57,858.57,1,Chakrika Gaba,ekavir26@example.net,916706188692,"20
Gokhale Chowk, Fatehpur-880669",Ramgarh,860603,2023-11-15,Inactive,10,678.96,858.57,858.57,10302.84,Low Value
4356173,2428.91,809.6366666666667,3,Jalsa Khatri,mahajanbakhshi@example.org,911963988928,"48, Patla Ganj, Avadi 838391",Rajkot,763603,2024-09-10,New,9,1838.56,809.6366666666667,7286.73,29146.92,Low Value
4378755,5667.76,1889.253333333333,3,Oscar Ratta,wguha@example.com,916824800377,"18/375, Ramachandran Circle
Karnal 455818",Pali,583209,2023-11-10,Premium,2,1144.9,1889.253333333333,17003.28,68013.12,High Value
4386273,4354.88,1451.6266666666668,3,Jagrati Sengupta,pandeymahika@example.org,911622184828,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,2024-06-26,Inactive,12,298.97,1451.6266666666668,13064.64,52258.56,Medium Value
4394659,5924.07,2962.035,2,Xalak Goel,thakurmitali@example.org,915366984594,"69/41, Sen Nagar
Bhagalpur-361305",Pune,92392,2023-08-25,New,7,291.77,2962.035,11848.14,71088.84,High Value
4439806,8478.0,2826.0,3,Balendra Sethi,johalmadhavi@example.net,912826946272,"89/706, Grewal Street, Jalgaon-268348",Mathura,838796,2024-04-19,New,7,790.59,2826.0,25434.0,101736.0,Very High Value
4444673,491.39,491.39,1,Chatresh Patla,owenkhatri@example.net,915269995631,"H.No. 70
Kade Marg
Mysore 259029",Srikakulam,440337,2023-06-24,New,15,584.69,491.39,491.39,5896.68,Low Value
4458329,127.16,127.16,1,Nimrat Sandal,manyachatterjee@example.net,914812159247,"85/452
Khatri
Jammu 831625",Mira-Bhayandar,842142,2024-07-01,Inactive,10,1617.0,127.16,127.16,1525.92,Low Value
4543215,2653.37,2653.37,1,Farhan Soni,binakala@example.com,910054329885,"84/481
Gupta Marg
Kolhapur-377160",Satna,339165,2023-10-21,Premium,6,526.7,2653.37,2653.37,31840.44,Medium Value
4594944,4205.78,4205.78,1,Hardik Mane,abduldara@example.org,914830114630,"10/82
Sur Zila
Dibrugarh 044825",Cuttack,599557,2024-03-26,Inactive,12,857.13,4205.78,4205.78,50469.36,Medium Value
4597433,15497.68,2582.9466666666667,6,Lipika Kumer,faras46@example.org,917227252187,"H.No. 038, Devan Path, Bally-571011",Tadepalligudem,580130,2024-04-02,Inactive,3,821.84,2582.9466666666667,92986.08,185972.16,Very High Value
4606533,938.72,938.72,1,Anusha Bhagat,triya55@example.org,917200860742,"14
Bhagat Path
Shivpuri 856011",Rajpur Sonarpur,696982,2024-07-30,Premium,11,704.14,938.72,938.72,11264.64,Low Value
4758426,6462.13,3231.065,2,Qushi Dash,contractorurishilla@example.org,916166771196,"78
Jha Zila
Chandrapur 263897",Vijayawada,415274,2024-01-06,New,14,448.81,3231.065,12924.26,77545.56,High Value
4789829,6885.25,3442.625,2,Balvan Shah,fbala@example.net,911177117983,"H.No. 65, Gill Circle, Sambhal-800756",Rourkela,313467,2024-11-02,Regular,6,229.76,3442.625,13770.5,82623.0,High Value
4862761,3317.19,1658.5949999999998,2,Maya Chatterjee,quincyacharya@example.net,917319006066,"45, Sachar Ganj, Imphal 709402",Eluru,153679,2023-08-31,Premium,20,477.19,1658.5949999999998,6634.379999999999,39806.28,Medium Value
4940671,3471.7,3471.7,1,Sarthak Doshi,fariq53@example.org,910560446881,"42, Mand Nagar
Kolkata-949731",Silchar,431653,2024-06-17,Inactive,7,494.03,3471.7,3471.7,41660.399999999994,Medium Value
4988545,5463.49,2731.745,2,Prisha Jha,urvibuch@example.net,915879557112,"82/952, Behl Street
Sikar 557241",Anantapuram,576389,2023-04-06,Regular,10,1251.78,2731.745,10926.98,65561.88,High Value
5001749,2604.45,1302.225,2,Dayamai Chanda,ekta28@example.com,917870905337,"H.No. 218
Srinivas Road, Kalyan-Dombivli-797929",Kota,761952,2023-06-06,Inactive,3,1623.48,1302.225,5208.9,31253.399999999998,Medium Value
5039883,11488.47,2297.694,5,Gavin Garg,nitesh75@example.org,911177506972,"H.No. 872
Oza Marg
Hazaribagh 512058",Purnia,360444,2023-12-19,Inactive,15,610.99,2297.694,57442.35,137861.63999999998,Very High Value
5043760,2691.16,1345.58,2,Chatresh Dara,dsinghal@example.org,919498451461,"93, Bansal Road
New Delhi 109118",Davanagere,638623,2023-11-28,Regular,2,1154.94,1345.58,5382.32,32293.92,Medium Value
5135207,4045.22,4045.22,1,Xalak Mittal,libnikonda@example.com,911767908819,"H.No. 46, Thakur Street
Gurgaon 146541",Moradabad,383404,2023-08-24,Premium,3,1438.23,4045.22,4045.22,48542.64,Medium Value
5140660,2066.77,2066.77,1,Tripti Loke,anika70@example.com,916100622779,"25, Oommen Road, Gandhidham 607310",Akola,164050,2023-08-18,Inactive,17,908.68,2066.77,2066.77,24801.239999999998,Low Value
5226128,3694.79,1847.395,2,Wridesh Mander,samakshshere@example.org,911346830780,"02/758, Garg Zila, Tinsukia-257738",Bhimavaram,227013,2024-03-09,New,10,1049.1,1847.395,7389.58,44337.479999999996,Medium Value
5228136,6360.14,2120.0466666666666,3,Oeshi Mallick,hardikkrishna@example.org,919869824720,"H.No. 16, Krishnan Marg
Naihati-647090",Ambarnath,314449,2024-09-30,Premium,19,500.17,2120.0466666666666,19080.42,76321.68,High Value
5238055,8401.95,2800.65,3,Chandani D’Alia,sahninandini@example.net,910748552789,"H.No. 37
Balakrishnan, Raurkela Industrial Township-608642",Guntur,745044,2024-01-29,Regular,3,1166.67,2800.65,25205.85,100823.40000000001,Very High Value
5277675,2650.36,1325.18,2,Vansha Deol,hariaarna@example.net,919054309336,"H.No. 03, Natt Circle, Karnal 408909",Ghaziabad,373380,2024-10-22,Premium,9,1312.8,1325.18,5300.72,31804.32,Medium Value
5386246,8719.43,2906.476666666667,3,Oeshi Dhillon,mallmaya@example.com,919401691011,"41/05
Cheema Marg, Durg-626411",Kadapa,956529,2023-05-19,Inactive,5,1741.42,2906.476666666667,26158.29,104633.16,Very High Value
5418547,2633.56,1316.78,2,Qushi Devi,swaminathanshaurya@example.org,917170962386,"132
Amble Ganj, Pimpri-Chinchwad-532902",Pune,122989,2023-08-27,Regular,20,1693.63,1316.78,5267.12,31602.72,Medium Value
5540556,8749.83,2187.4575,4,Lakshit Balan,gunbirpillai@example.org,914805774586,"508, Dixit Zila
Nashik-521010",Gangtok,166077,2023-08-28,Regular,13,273.47,2187.4575,34999.32,104997.95999999999,Very High Value
