customer_id,total_revenue,calculated_aov,order_count,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,customer_aov,revenue_per_order,value_score,clv,clv_segment
625395,7185.56,1796.39,4,Leena Loyal,devanshwalia@example.org,9.10364E+11,"H.No. 758
Bhardwaj Street, Jamalpur-645017",Siliguri,645207,27-03-2024,Premium,4,1794.26,1796.39,28742.24,86226.72,Very High Value
644189,3376,3376,1,Tanay Sahni,janya99@example.org,9.13486E+11,"H.No. 95
Bhasin Path, Raiganj 351412",Bhopal,899027,15-12-2023,Premium,2,793.86,3376,3376,40512,Medium Value
666589,222.15,222.15,1,Kevin Bassi,jainchandani@example.net,9.12287E+11,"25/224
Soni Ganj
Visakhapatnam-398942",Morbi,852969,31-07-2023,Regular,15,465.38,222.15,222.15,2665.8,Low Value
701493,8182.65,2727.55,3,Ekaraj Saini,arya43@example.net,9.18673E+11,"H.No. 327, Borde Circle, Dibrugarh 462007",Shahjahanpur,845299,11-02-2024,Inactive,2,290.07,2727.55,24547.95,98191.8,Very High Value
767523,2358.76,2358.76,1,Maya Khosla,khannaijaya@example.org,9.18702E+11,"H.No. 10
Venkatesh Street, Kakinada 570578",Vasai-Virar,375272,27-05-2023,Inactive,13,1737.28,2358.76,2358.76,28305.12,Low Value
773410,1838.15,1838.15,1,Ladli Saha,gautami44@example.net,9.1365E+11,"72/38
Krish Street, Bijapur-804266",Kota,906115,25-06-2023,New,13,1694.79,1838.15,1838.15,22057.8,Low Value
820740,5414.65,1804.883333,3,Mekhala Sathe,naveennatt@example.com,9.14145E+11,"H.No. 20, Thakkar Marg
Ambala 748990",Ambala,634784,15-11-2023,Premium,1,1385.46,1804.883333,16243.95,64975.8,High Value
899941,7121.92,3560.96,2,Lopa Venkataraman,gavinchoudhary@example.org,9.19236E+11,"H.No. 780, Oommen Chowk
Satna 564861",Sambhal,12225,25-06-2024,Premium,18,1202.35,3560.96,14243.84,85463.04,Very High Value
949062,3558.14,3558.14,1,Jackson Karpe,sembhavika@example.net,9.10275E+11,"H.No. 81, Mital Ganj
Mangalore 130050",Mau,106228,13-10-2023,Inactive,19,1947.14,3558.14,3558.14,42697.68,Medium Value
954629,44.35,44.35,1,Fiyaz Mand,naggarwal@example.com,9.15395E+11,"46/673
Magar Ganj, Panchkula 815005",Begusarai,107720,26-02-2024,New,14,1390.08,44.35,44.35,532.2,Low Value
966247,3110.34,3110.34,1,Jeevika Deo,sbalasubramanian@example.net,9.14779E+11,"894, Chanda Road
Kamarhati 134874",Junagadh,410259,16-11-2023,Inactive,13,1110.76,3110.34,3110.34,37324.08,Medium Value
1108176,3667.81,1833.905,2,Charita Chad,ekantika51@example.com,9.19496E+11,"99/756, Gour Marg
Suryapet-685926",Bhalswa Jahangir Pur,902052,27-07-2023,Premium,20,1460.76,1833.905,7335.62,44013.72,Medium Value
1152215,1203.31,1203.31,1,Yachana Pathak,chakradevnigam@example.org,9.12969E+11,"067, Rao Street
Motihari 908674",Dhanbad,251590,27-05-2024,Inactive,2,1637.43,1203.31,1203.31,14439.72,Low Value
1174162,3606.78,1202.26,3,Anirudh Vig,hema05@example.com,9.13087E+11,"46/798
Sangha
Silchar 248580",Guna,413955,02-07-2023,Premium,12,1255.44,1202.26,10820.34,43281.36,Medium Value
1200365,1543.77,771.885,2,Avni Mistry,rkurian@example.net,9.16473E+11,"29/45, Morar Road, Sangli-Miraj & Kupwad 629491",Thane,151739,21-06-2023,Regular,1,1170.74,771.885,3087.54,18525.24,Low Value
1301661,1395.67,1395.67,1,Yashvi Parekh,rmanne@example.net,9.13099E+11,"75/740, Tara Road, Pali 035417",Saharanpur,524586,26-12-2023,Inactive,8,623.8,1395.67,1395.67,16748.04,Low Value
1342184,5899.87,2949.935,2,Girish Sem,krao@example.com,9.19415E+11,"783
Nigam Circle, Karawal Nagar-701964",Dehradun,774395,25-10-2024,Inactive,20,1893.83,2949.935,11799.74,70798.44,High Value
1449273,4983.25,2491.625,2,Forum Deol,pgarg@example.org,9.1819E+11,"79
Chowdhury
Mathura-017308",Pondicherry,562307,06-12-2023,New,12,1758.24,2491.625,9966.5,59799,High Value
1469696,3472.48,1736.24,2,Gaurangi Banerjee,raghavanjagrati@example.com,9.11997E+11,"98/623
Balasubramanian Zila, Alappuzha-147623",Jalna,74329,24-06-2023,Premium,6,1784.79,1736.24,6944.96,41669.76,Medium Value
1497747,1072.62,1072.62,1,Nachiket Kalla,solankibarkha@example.org,9.17538E+11,"83/053
Deshmukh Road
Amravati-859834",Sangli-Miraj & Kupwad,323849,11-04-2024,Inactive,7,1241.73,1072.62,1072.62,12871.44,Low Value
1507408,3901.96,1300.653333,3,Kai Gara,dbera@example.net,9.16643E+11,"97/84, Dhaliwal Chowk
Firozabad-233621",Bangalore,478862,21-03-2024,Inactive,8,972.22,1300.653333,11705.88,46823.52,Medium Value
1529180,4575.31,2287.655,2,Darsh Gokhale,randhawaaashi@example.com,9.12845E+11,"406
Chanda Chowk
Jalandhar 950864",Bareilly,516534,07-06-2024,Inactive,5,596.54,2287.655,9150.62,54903.72,High Value
1562083,4294.33,2147.165,2,Madhavi Mishra,inayabadal@example.net,9.1546E+11,"49/31
Chahal Road, Jalna-373980",Bhopal,405442,11-01-2024,Premium,13,695.02,2147.165,8588.66,51531.96,Medium Value
1588560,7210.93,3605.465,2,Jeremiah Nath,faqidswaminathan@example.org,9.11111E+11,"16/09
Setty Nagar, Gopalpur 225399",Anantapuram,900047,01-12-2023,New,10,945.18,3605.465,14421.86,86531.16,Very High Value
1601161,8718.31,1743.662,5,Chanchal Thakur,faras36@example.com,9.11873E+11,"09/92
Oak Circle, Nandyal 041635",Amaravati,562508,24-05-2024,Inactive,1,589.31,1743.662,43591.55,104619.72,Very High Value
1603358,7542.58,2514.193333,3,Samaksh Randhawa,ubumb@example.com,9.15834E+11,"H.No. 78, Palla
Sultan Pur Majra-672854",Gandhinagar,600850,09-06-2024,Inactive,5,1155.87,2514.193333,22627.74,90510.96,Very High Value
1655637,3517.14,3517.14,1,Turvi Radhakrishnan,mpandit@example.org,9.1913E+11,"H.No. 404, Bhalla Chowk
Visakhapatnam 048875",Ichalkaranji,548633,17-09-2023,Regular,19,723.95,3517.14,3517.14,42205.68,Medium Value
1683786,7133.27,3566.635,2,Urvashi Balan,simonkade@example.org,9.16376E+11,"02/23
Dube Street, Bhagalpur 402715",Hajipur,775942,12-09-2023,Regular,14,776.52,3566.635,14266.54,85599.24,Very High Value
1697604,8458.68,2819.56,3,Arjun Deep,vedant34@example.net,9.15495E+11,"H.No. 285
Gokhale Ganj, Chennai 327475",Bongaigaon,743452,24-07-2023,Regular,6,1970.15,2819.56,25376.04,101504.16,Very High Value
1705969,5269.05,2634.525,2,Qasim Kalla,ekannan@example.com,9.15256E+11,"56/445
Jayaraman Marg
Ichalkaranji-658913",Surat,962834,23-05-2024,Premium,20,877,2634.525,10538.1,63228.6,High Value
1719710,3996.81,1998.405,2,Pushti Sabharwal,ramachandranharini@example.com,9.13657E+11,"49, Halder Circle, Dindigul-895174",Giridih,798390,26-06-2023,New,2,1332.82,1998.405,7993.62,47961.72,Medium Value
1771249,2399.6,2399.6,1,Samesh Devi,osant@example.org,9.12871E+11,"95/77
Merchant Zila
Faridabad-209978",Bathinda,348054,14-04-2023,New,4,790.78,2399.6,2399.6,28795.2,Low Value
1816969,7750.56,3875.28,2,Tejas Pillai,xsarin@example.org,9.18472E+11,"74/97, Warrior Ganj
Tadepalligudem 137156",Vadodara,441464,05-03-2024,Premium,2,1902.69,3875.28,15501.12,93006.72,Very High Value
1855421,3712.43,1856.215,2,Jasmit Kibe,kabiranand@example.net,9.13618E+11,"94
Lal Road, Satara 661110",Kadapa,608163,30-06-2023,Inactive,10,260.2,1856.215,7424.86,44549.16,Medium Value
1989720,3688.92,1844.46,2,Anusha Bahri,hemanginigour@example.org,9.17371E+11,"H.No. 78, Memon Marg, Bettiah-165769",Saharanpur,232753,10-11-2023,Inactive,6,239.76,1844.46,7377.84,44267.04,Medium Value
2058037,10977.92,2744.48,4,Yutika Badal,biswastamanna@example.org,9.1978E+11,"H.No. 88, Konda Chowk
Ahmednagar 017628",Rajkot,493628,17-11-2023,Inactive,11,1797.02,2744.48,43911.68,131735.04,Very High Value
2134827,805.28,805.28,1,Vasudha Kalita,zaitra93@example.org,9.11089E+11,"21/239
Bedi, Bettiah-618106",Ambarnath,863663,22-10-2023,New,10,1710.75,805.28,805.28,9663.36,Low Value
2136830,4369.13,4369.13,1,Bhavya Goswami,saxenamadhavi@example.net,9.16953E+11,"09/73
Bath Street
Parbhani-673476",Bidhannagar,598513,19-09-2023,New,4,485.78,4369.13,4369.13,52429.56,Medium Value
2164524,4677.64,1169.41,4,Kamala Natt,abha02@example.net,9.14519E+11,"H.No. 130
Bhakta Chowk
Morbi-605758",Rohtak,398241,16-04-2023,Inactive,1,754.95,1169.41,18710.56,56131.68,High Value
2188994,3750.59,3750.59,1,Bimala Mitra,uarora@example.net,9.19473E+11,"01/27
Murthy Circle
Ratlam 179286",Patiala,635527,26-10-2023,Inactive,6,484.51,3750.59,3750.59,45007.08,Medium Value
2219590,8078.45,2019.6125,4,Upadhriti Sandhu,comarmugdha@example.org,9.11604E+11,"H.No. 054
Kala Chowk, Jamalpur-734290",Solapur,116736,24-09-2024,Regular,20,756.84,2019.6125,32313.8,96941.4,Very High Value
2233446,4218.14,2109.07,2,Wakeeta Pillay,handayashvi@example.com,9.18166E+11,"H.No. 67, Sahota Circle
Kolkata-000516",Panihati,125919,27-12-2023,New,6,1466.45,2109.07,8436.28,50617.68,Medium Value
2361575,5598.23,2799.115,2,Aarnav Seth,banditeerth@example.org,9.14768E+11,"H.No. 24
Mahal Circle
Guwahati-694378",Faridabad,160994,14-09-2023,New,19,1993.09,2799.115,11196.46,67178.76,High Value
2365348,4789.73,4789.73,1,Zashil Varghese,rayaan71@example.net,9.18719E+11,"H.No. 059, Swamy Ganj
Thoothukudi-956774",Siwan,119006,23-09-2024,Regular,11,1133.51,4789.73,4789.73,57476.76,High Value
2391900,1381.22,1381.22,1,Nisha Gokhale,priyasankaran@example.com,9.17827E+11,"970
Oak Zila
Rajahmundry 305834",Bhagalpur,348478,26-09-2024,New,17,897.78,1381.22,1381.22,16574.64,Low Value
2400009,5928.53,1976.176667,3,Jonathan Korpal,liam03@example.org,9.17088E+11,"22/29, Chowdhury Path, Karimnagar 950098",Amaravati,690370,26-02-2024,Premium,7,1328.35,1976.176667,17785.59,71142.36,High Value
2414265,5182.14,2591.07,2,Ayushman Bala,tkonda@example.net,9.10874E+11,"H.No. 86
Dyal, Solapur-311874",Sultan Pur Majra,6805,19-10-2023,New,6,571.92,2591.07,10364.28,62185.68,High Value
2442235,3747.3,1873.65,2,Pushti Bhattacharyya,qmaharaj@example.org,9.10324E+11,"H.No. 38
Loyal Street
Vellore 607787",Latur,117097,17-05-2024,Premium,11,661.58,1873.65,7494.6,44967.6,Medium Value
2457734,6744.32,1686.08,4,Onkar Garg,warhi85@example.com,9.14166E+11,"51/82, Sathe Marg
Khora  495386",Ahmednagar,317271,27-05-2023,Premium,12,923.06,1686.08,26977.28,80931.84,High Value
2517955,950.6,950.6,1,Charan Sharma,rsagar@example.org,9.19881E+11,"512, Mani Chowk
Sikar-332566",Mathura,52692,28-02-2024,Regular,7,1625.44,950.6,950.6,11407.2,Low Value
2558646,4034.93,1344.976667,3,Vyanjana Dara,falakkunda@example.net,9.16023E+11,"58/325, Pingle Path, Kavali-936272",Bhusawal,516102,01-11-2024,Premium,10,920.89,1344.976667,12104.79,48419.16,Medium Value
2566268,13417.32,2683.464,5,Arjun Ratta,santutkarsh@example.net,9.17102E+11,"99/643
Muni
Karimnagar 116487",Mysore,644861,04-12-2023,Premium,16,1796.96,2683.464,67086.6,161007.84,Very High Value
2584499,3879.01,1293.003333,3,Shivansh Tata,diya19@example.com,9.14402E+11,"55/121, Grewal Circle, Mehsana-928447",Ludhiana,880262,13-09-2024,Regular,2,1686.86,1293.003333,11637.03,46548.12,Medium Value
2667357,1666.89,1666.89,1,Nathan Kaul,godavarenya@example.com,9.10778E+11,"81/284
Gopal Chowk, Rajkot-722713",Guntakal,819570,13-06-2024,Premium,6,1516.67,1666.89,1666.89,20002.68,Low Value
2684440,10019.32,2003.864,5,Hamsini De,yashodharaanne@example.org,9.10538E+11,"28/37, Radhakrishnan
Kakinada 773718",Ranchi,574868,05-09-2023,Premium,5,650.6,2003.864,50096.6,120231.84,Very High Value
2848415,1233.33,1233.33,1,Anika Raja,ukamdar@example.org,9.14449E+11,"71/451, Sura Road, Nanded 621248",Aurangabad,529864,13-07-2024,Inactive,9,1798.13,1233.33,1233.33,14799.96,Low Value
2875442,310.87,310.87,1,Arunima Vyas,buchayushman@example.net,9.15969E+11,"176, Krishnamurthy
Ramgarh 170370",Bettiah,68994,19-07-2023,Premium,19,1858.8,310.87,310.87,3730.44,Low Value
2903620,3876.62,1938.31,2,Bahadurjit Rama,faraj37@example.com,9.10992E+11,"418, Desai Chowk, Tiruvottiyur 558463",Proddatur,495945,11-05-2024,New,11,1815.06,1938.31,7753.24,46519.44,Medium Value
2928026,972.69,972.69,1,Vrishti Basak,gautamisrinivasan@example.com,9.15082E+11,"H.No. 40, Sekhon Chowk
Ajmer 858814",Ahmedabad,960708,20-03-2024,New,9,280.45,972.69,972.69,11672.28,Low Value
3002538,3130.74,1565.37,2,Sanya Sule,watikasachar@example.net,9.11024E+11,"H.No. 335
Pathak Ganj, Ramagundam-658342",Sonipat,755769,10-07-2024,Inactive,14,489.91,1565.37,6261.48,37568.88,Medium Value
3096845,5514.38,2757.19,2,Yashvi Chander,saksham67@example.com,9.14918E+11,"H.No. 43, Swaminathan
Mau-891182",Guntakal,853373,22-10-2023,New,20,336.81,2757.19,11028.76,66172.56,High Value
3100301,2618.61,2618.61,1,Wazir Saini,ishani86@example.com,9.15271E+11,"770, Oommen
Orai-371934",Bathinda,892652,19-06-2023,New,1,1530.27,2618.61,2618.61,31423.32,Medium Value
3282647,4671.45,2335.725,2,Warda Pal,csinha@example.net,9.11556E+11,"39/439, Natt
Lucknow 617952",Unnao,736234,15-01-2024,Premium,18,608.27,2335.725,9342.9,56057.4,High Value
3292927,5999.26,1999.753333,3,Nisha Iyer,vdalia@example.org,9.10256E+11,"H.No. 13, Dash Path, Bhatpara-468793",Rewa,320465,12-01-2024,New,6,1795.72,1999.753333,17997.78,71991.12,High Value
3399251,1348.39,1348.39,1,Ekalinga Bhatt,karinakul@example.org,9.11258E+11,"H.No. 246, Narasimhan Nagar, Anand 951847",Solapur,498701,03-05-2023,New,20,937.11,1348.39,1348.39,16180.68,Low Value
3408982,9310.22,2327.555,4,Tripti Chakraborty,abhiramkunda@example.org,9.10687E+11,"19, Dara Zila
Aligarh 920735",Bhatpara,119108,01-07-2023,Premium,5,656.97,2327.555,37240.88,111722.64,Very High Value
3410758,898.05,898.05,1,Qabil Salvi,gandhibhavya@example.net,9.18055E+11,"16/72, Jhaveri Road
Hubli–Dharwad 657248",Hazaribagh,293062,16-07-2023,Regular,1,1892.51,898.05,898.05,10776.6,Low Value
3421258,1407.12,703.56,2,Ishita Chaudhuri,tara78@example.com,9.15569E+11,"17/31, Dora Chowk
Erode-651124",Kota,192064,19-06-2024,Premium,19,806.62,703.56,2814.24,16885.44,Low Value
3468355,367.08,367.08,1,Chameli Subramanian,lekhanarula@example.org,9.18771E+11,"73/891
Tailor Nagar
Raiganj-161841",Pune,427282,02-06-2024,New,12,1734.51,367.08,367.08,4404.96,Low Value
3483295,1596.72,1596.72,1,Maya Nath,nmadan@example.org,9.1052E+11,"573
Devi Ganj
Rajahmundry 145523",Imphal,632918,08-03-2024,Inactive,5,1334.49,1596.72,1596.72,19160.64,Low Value
3588443,3724.12,1862.06,2,Yashica Pingle,nakul94@example.org,9.18447E+11,"63/847
Garg, Gwalior 577648",Rohtak,586174,11-04-2024,Premium,20,1727.18,1862.06,7448.24,44689.44,Medium Value
3638834,2207.96,1103.98,2,Falan Nayak,garaveer@example.com,9.15781E+11,"38/514, Deo Zila, Morbi 793612",Warangal,563073,08-07-2023,Premium,16,1142.06,1103.98,4415.92,26495.52,Low Value
3660263,899.58,899.58,1,Jagdish Bains,qsrinivas@example.org,9.13911E+11,"787
Bora Circle, Madurai 132549",Phagwara,202676,27-05-2023,Regular,10,1573.91,899.58,899.58,10794.96,Low Value
3730316,3173.85,1057.95,3,Ishanvi Shankar,daksha35@example.org,9.12906E+11,"356
Mohan Nagar
Cuttack-228642",Berhampore,968515,20-03-2023,Regular,10,215.72,1057.95,9521.55,38086.2,Medium Value
3786105,5793.72,2896.86,2,Ojas Sankaran,jyoti35@example.net,9.18374E+11,"H.No. 66
Mahajan Chowk, Yamunanagar 911948",Kirari Suleman Nagar,288478,02-06-2024,New,13,1172.32,2896.86,11587.44,69524.64,High Value
3844290,4555.33,2277.665,2,Yashawini Thaman,kohliwyatt@example.com,9.15486E+11,"H.No. 37, Patla Circle
Madurai 325088",Berhampore,88516,29-10-2023,Inactive,2,301.73,2277.665,9110.66,54663.96,High Value
3872421,163.03,163.03,1,Ladli Saran,virkfalak@example.com,9.1997E+11,"H.No. 56
Date Circle
Uluberia-147880",Panvel,973220,06-07-2023,Premium,3,1468.98,163.03,163.03,1956.36,Low Value
3875480,3071.72,3071.72,1,Harshil Mital,qnarula@example.com,9.18583E+11,"58
Chaudhry Zila
Bhind 676771",Berhampur,743842,26-05-2024,Inactive,8,1863.49,3071.72,3071.72,36860.64,Medium Value
3893903,923.84,923.84,1,Bimala Sura,aradhanaganesh@example.net,9.19431E+11,"H.No. 05, Balay Zila, Hazaribagh 973916",Bathinda,546301,23-03-2023,New,20,1922.71,923.84,923.84,11086.08,Low Value
3897936,9089.44,1817.888,5,Maanav Singh,unnikarpe@example.com,9.11787E+11,"H.No. 954, Subramaniam Circle
Mangalore-854236",Pudukkottai,100457,26-09-2023,Premium,14,215.16,1817.888,45447.2,109073.28,Very High Value
3999964,5935.73,2967.865,2,Ansh Minhas,nbir@example.net,9.11642E+11,"H.No. 82, Madan Road
Jalandhar-138003",Orai,33590,08-08-2023,Premium,15,1147.01,2967.865,11871.46,71228.76,High Value
4055790,4109.89,2054.945,2,Noah Malhotra,dkannan@example.net,9.15394E+11,"H.No. 71
Bhatia Ganj
Kavali 971275",Jamnagar,170135,14-11-2023,Regular,13,1178.81,2054.945,8219.78,49318.68,Medium Value
4057678,2296.43,1148.215,2,Brijesh Khalsa,rrai@example.org,9.1964E+11,"96/44, Bhargava
Bikaner 112116",Kadapa,383118,27-05-2023,Inactive,19,882.63,1148.215,4592.86,27557.16,Low Value
4192351,4555.81,4555.81,1,Leela Date,vbalasubramanian@example.net,9.15977E+11,"H.No. 10
Banik Ganj, Kavali-006107",Nandyal,871014,20-01-2024,Inactive,17,625.36,4555.81,4555.81,54669.72,High Value
4200802,858.57,858.57,1,Chakrika Gaba,ekavir26@example.net,9.16706E+11,"20
Gokhale Chowk, Fatehpur-880669",Ramgarh,860603,15-11-2023,Inactive,10,678.96,858.57,858.57,10302.84,Low Value
4356173,2428.91,809.6366667,3,Jalsa Khatri,mahajanbakhshi@example.org,9.11964E+11,"48, Patla Ganj, Avadi 838391",Rajkot,763603,10-09-2024,New,9,1838.56,809.6366667,7286.73,29146.92,Low Value
4378755,5667.76,1889.253333,3,Oscar Ratta,wguha@example.com,9.16825E+11,"18/375, Ramachandran Circle
Karnal 455818",Pali,583209,10-11-2023,Premium,2,1144.9,1889.253333,17003.28,68013.12,High Value
4386273,4354.88,1451.626667,3,Jagrati Sengupta,pandeymahika@example.org,9.11622E+11,"20, Jayaraman Zila
Khora -207127",Nandyal,494307,26-06-2024,Inactive,12,298.97,1451.626667,13064.64,52258.56,Medium Value
4394659,5924.07,2962.035,2,Xalak Goel,thakurmitali@example.org,9.15367E+11,"69/41, Sen Nagar
Bhagalpur-361305",Pune,92392,25-08-2023,New,7,291.77,2962.035,11848.14,71088.84,High Value
4439806,8478,2826,3,Balendra Sethi,johalmadhavi@example.net,9.12827E+11,"89/706, Grewal Street, Jalgaon-268348",Mathura,838796,19-04-2024,New,7,790.59,2826,25434,101736,Very High Value
4444673,491.39,491.39,1,Chatresh Patla,owenkhatri@example.net,9.1527E+11,"H.No. 70
Kade Marg
Mysore 259029",Srikakulam,440337,24-06-2023,New,15,584.69,491.39,491.39,5896.68,Low Value
4458329,127.16,127.16,1,Nimrat Sandal,manyachatterjee@example.net,9.14812E+11,"85/452
Khatri
Jammu 831625",Mira-Bhayandar,842142,01-07-2024,Inactive,10,1617,127.16,127.16,1525.92,Low Value
4543215,2653.37,2653.37,1,Farhan Soni,binakala@example.com,9.10054E+11,"84/481
Gupta Marg
Kolhapur-377160",Satna,339165,21-10-2023,Premium,6,526.7,2653.37,2653.37,31840.44,Medium Value
4594944,4205.78,4205.78,1,Hardik Mane,abduldara@example.org,9.1483E+11,"10/82
Sur Zila
Dibrugarh 044825",Cuttack,599557,26-03-2024,Inactive,12,857.13,4205.78,4205.78,50469.36,Medium Value
4597433,15497.68,2582.946667,6,Lipika Kumer,faras46@example.org,9.17227E+11,"H.No. 038, Devan Path, Bally-571011",Tadepalligudem,580130,02-04-2024,Inactive,3,821.84,2582.946667,92986.08,185972.16,Very High Value
4606533,938.72,938.72,1,Anusha Bhagat,triya55@example.org,9.17201E+11,"14
Bhagat Path
Shivpuri 856011",Rajpur Sonarpur,696982,30-07-2024,Premium,11,704.14,938.72,938.72,11264.64,Low Value
4758426,6462.13,3231.065,2,Qushi Dash,contractorurishilla@example.org,9.16167E+11,"78
Jha Zila
Chandrapur 263897",Vijayawada,415274,06-01-2024,New,14,448.81,3231.065,12924.26,77545.56,High Value
4789829,6885.25,3442.625,2,Balvan Shah,fbala@example.net,9.11177E+11,"H.No. 65, Gill Circle, Sambhal-800756",Rourkela,313467,02-11-2024,Regular,6,229.76,3442.625,13770.5,82623,High Value
4862761,3317.19,1658.595,2,Maya Chatterjee,quincyacharya@example.net,9.17319E+11,"45, Sachar Ganj, Imphal 709402",Eluru,153679,31-08-2023,Premium,20,477.19,1658.595,6634.38,39806.28,Medium Value
4940671,3471.7,3471.7,1,Sarthak Doshi,fariq53@example.org,9.1056E+11,"42, Mand Nagar
Kolkata-949731",Silchar,431653,17-06-2024,Inactive,7,494.03,3471.7,3471.7,41660.4,Medium Value
4988545,5463.49,2731.745,2,Prisha Jha,urvibuch@example.net,9.1588E+11,"82/952, Behl Street
Sikar 557241",Anantapuram,576389,06-04-2023,Regular,10,1251.78,2731.745,10926.98,65561.88,High Value
5001749,2604.45,1302.225,2,Dayamai Chanda,ekta28@example.com,9.17871E+11,"H.No. 218
Srinivas Road, Kalyan-Dombivli-797929",Kota,761952,06-06-2023,Inactive,3,1623.48,1302.225,5208.9,31253.4,Medium Value
5039883,11488.47,2297.694,5,Gavin Garg,nitesh75@example.org,9.11178E+11,"H.No. 872
Oza Marg
Hazaribagh 512058",Purnia,360444,19-12-2023,Inactive,15,610.99,2297.694,57442.35,137861.64,Very High Value
5043760,2691.16,1345.58,2,Chatresh Dara,dsinghal@example.org,9.19498E+11,"93, Bansal Road
New Delhi 109118",Davanagere,638623,28-11-2023,Regular,2,1154.94,1345.58,5382.32,32293.92,Medium Value
5135207,4045.22,4045.22,1,Xalak Mittal,libnikonda@example.com,9.11768E+11,"H.No. 46, Thakur Street
Gurgaon 146541",Moradabad,383404,24-08-2023,Premium,3,1438.23,4045.22,4045.22,48542.64,Medium Value
5140660,2066.77,2066.77,1,Tripti Loke,anika70@example.com,9.16101E+11,"25, Oommen Road, Gandhidham 607310",Akola,164050,18-08-2023,Inactive,17,908.68,2066.77,2066.77,24801.24,Low Value
5226128,3694.79,1847.395,2,Wridesh Mander,samakshshere@example.org,9.11347E+11,"02/758, Garg Zila, Tinsukia-257738",Bhimavaram,227013,09-03-2024,New,10,1049.1,1847.395,7389.58,44337.48,Medium Value
5228136,6360.14,2120.046667,3,Oeshi Mallick,hardikkrishna@example.org,9.1987E+11,"H.No. 16, Krishnan Marg
Naihati-647090",Ambarnath,314449,30-09-2024,Premium,19,500.17,2120.046667,19080.42,76321.68,High Value
5238055,8401.95,2800.65,3,Chandani D’Alia,sahninandini@example.net,9.10749E+11,"H.No. 37
Balakrishnan, Raurkela Industrial Township-608642",Guntur,745044,29-01-2024,Regular,3,1166.67,2800.65,25205.85,100823.4,Very High Value
5277675,2650.36,1325.18,2,Vansha Deol,hariaarna@example.net,9.19054E+11,"H.No. 03, Natt Circle, Karnal 408909",Ghaziabad,373380,22-10-2024,Premium,9,1312.8,1325.18,5300.72,31804.32,Medium Value
5386246,8719.43,2906.476667,3,Oeshi Dhillon,mallmaya@example.com,9.19402E+11,"41/05
Cheema Marg, Durg-626411",Kadapa,956529,19-05-2023,Inactive,5,1741.42,2906.476667,26158.29,104633.16,Very High Value
5418547,2633.56,1316.78,2,Qushi Devi,swaminathanshaurya@example.org,9.17171E+11,"132
Amble Ganj, Pimpri-Chinchwad-532902",Pune,122989,27-08-2023,Regular,20,1693.63,1316.78,5267.12,31602.72,Medium Value
